Type,Age,BreedPurity,Gender,ColorPurity,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed
Cat,7,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,4,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,1,Kuala Lumpur,0,1,Not Adopted
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,0,Not Adopted
Dog,48,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Dog,3,Mixed,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Perak,0,3,Fast
Dog,2,Pure,Male,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Fast
Cat,4,Pure,Male,Mixed,Small,Short,Yes,Yes,Not Sure,Healthy,1,0,Kuala Lumpur,0,5,Fast
Dog,22,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Dog,60,Mixed,Female,Pure,Small,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Fast
Dog,1,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,4,0,Selangor,0,2,Fast
Dog,3,Mixed,Male,Pure,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Average
Cat,3,Mixed,Female,Mixed,Medium,Short,No,Yes,No,Healthy,4,0,Selangor,0,5,Average
Cat,4,Pure,Female,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,1,4,Average
Cat,13,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Cat,1,Pure,Male,Mixed,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Pulau Pinang,0,1,Slow
Dog,5,Pure,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,8,Fast
Dog,2,Pure,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,12,Slow
Cat,1,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,3,0,Kuala Lumpur,0,4,Fast
Dog,2,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,1,9,Average
Dog,36,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,1,4,Not Adopted
Dog,2,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Cat,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Cat,8,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Average
Cat,2,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Slow
Cat,9,Pure,Female,Mixed,Small,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,3,Average
Cat,6,Mixed,Female,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,0,4,Average
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,3,0,Johor,0,3,Average
Dog,18,Mixed,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,10,Instant
Dog,14,Pure,Male,Pure,Large,Medium,Yes,Yes,Yes,Healthy,1,0,Johor,0,3,Instant
Cat,3,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,2,0,Kedah,0,9,Slow
Cat,2,Pure,Male,Pure,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Fast
Dog,1,Mixed,Mixed,Mixed,Large,Short,No,Yes,No,Healthy,20,50,Negeri Sembilan,0,5,Not Adopted
Cat,12,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,12,Mixed,Female,Mixed,Medium,Short,No,Not Sure,Yes,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,1,Mixed,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,5,Fast
Cat,9,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,2,0,Selangor,0,0,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Slow
Cat,2,Mixed,Mixed,Mixed,Small,Medium,No,No,No,Healthy,4,0,Selangor,0,7,Average
Cat,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,3,0,Kuala Lumpur,0,4,Fast
Dog,3,Pure,Female,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Dog,3,Mixed,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,0,4,Fast
Cat,6,Pure,Female,Pure,Small,Short,Yes,Yes,Yes,Healthy,1,200,Johor,0,6,Not Adopted
Cat,3,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Dog,24,Mixed,Mixed,Mixed,Medium,Short,No,No,Yes,Healthy,2,0,Selangor,0,2,Average
Dog,3,Mixed,Male,Pure,Large,Short,No,No,Not Sure,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,24,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Minor Injury,1,20,Selangor,0,2,Not Adopted
Dog,1,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,1,Fast
Dog,2,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,250,Kuala Lumpur,0,13,Slow
Dog,2,Pure,Male,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,7,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Slow
Cat,3,Pure,Male,Mixed,Small,Long,No,No,No,Healthy,1,150,Selangor,0,3,Fast
Dog,1,Pure,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Perak,0,2,Slow
Dog,1,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,9,Average
Dog,55,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,5,Average
Dog,2,Mixed,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Average
Dog,3,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Slow
Dog,36,Pure,Female,Mixed,Medium,Medium,Not Sure,Not Sure,Yes,Healthy,1,0,Selangor,0,9,Slow
Cat,1,Pure,Female,Mixed,Medium,Long,No,Yes,No,Healthy,1,0,Selangor,2,10,Average
Cat,6,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,6,Mixed,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Cat,4,Mixed,Male,Pure,Medium,Medium,No,No,No,Minor Injury,1,0,Selangor,0,4,Fast
Dog,2,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Fast
Dog,5,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Cat,20,Pure,Male,Mixed,Large,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Fast
Dog,2,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,6,Slow
Dog,7,Pure,Male,Mixed,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Fast
Cat,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,6,Fast
Dog,2,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,2,0,Perak,0,5,Not Adopted
Dog,1,Mixed,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Negeri Sembilan,0,1,Slow
Cat,28,Mixed,Male,Pure,Large,Long,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,5,Average
Dog,24,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,250,Selangor,0,9,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,2,0,Pulau Pinang,0,2,Average
Dog,12,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,0,Not Adopted
Cat,4,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,4,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Average
Cat,2,Pure,Male,Pure,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,5,Fast
Dog,1,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,2,0,Johor,0,4,Fast
Dog,1,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,5,Pure,Female,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,300,Selangor,0,1,Fast
Cat,22,Pure,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,7,Not Adopted
Cat,36,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Negeri Sembilan,0,4,Not Adopted
Dog,36,Mixed,Female,Pure,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Average
Dog,8,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Dog,10,Pure,Female,Pure,Medium,Short,No,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,2,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,4,Not Adopted
Cat,2,Pure,Male,Mixed,Small,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Dog,3,Pure,Male,Pure,Medium,Short,Not Sure,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Not Adopted
Dog,3,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Pulau Pinang,0,2,Slow
Cat,0,Pure,Mixed,Mixed,Medium,Short,Not Sure,Yes,Yes,Healthy,18,0,Selangor,0,21,Not Adopted
Dog,60,Pure,Female,Mixed,Small,Medium,Not Sure,Yes,Yes,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Average
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,6,0,Selangor,0,5,Not Adopted
Cat,12,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Fast
Dog,1,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Cat,2,Pure,Male,Pure,Large,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Pulau Pinang,0,5,Average
Cat,2,Pure,Mixed,Pure,Medium,Short,No,Yes,No,Healthy,3,0,Johor,0,4,Fast
Dog,1,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,1,0,Perak,0,1,Slow
Dog,24,Pure,Female,Pure,Large,Short,Not Sure,Not Sure,Yes,Minor Injury,1,0,Pulau Pinang,0,2,Not Adopted
Dog,3,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,200,Selangor,0,6,Not Adopted
Cat,2,Mixed,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,4,0,Kuala Lumpur,0,8,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,7,Slow
Cat,12,Pure,Male,Pure,Small,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,12,Mixed,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Pulau Pinang,0,1,Not Adopted
Dog,1,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Cat,11,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,11,Average
Dog,74,Pure,Male,Mixed,Medium,Medium,Not Sure,Yes,Not Sure,Healthy,1,0,Selangor,0,2,Average
Dog,36,Mixed,Female,Mixed,Medium,Long,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Slow
Dog,3,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,6,Slow
Dog,3,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Slow
Dog,48,Pure,Male,Pure,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Cat,3,Pure,Mixed,Mixed,Small,Short,Not Sure,Yes,Yes,Healthy,7,60,Kuala Lumpur,0,5,Slow
Dog,2,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,8,Slow
Dog,36,Pure,Male,Pure,Small,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,3,Average
Cat,3,Pure,Male,Mixed,Medium,Long,No,Yes,No,Healthy,1,0,Selangor,0,5,Average
Cat,4,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,3,Fast
Dog,2,Pure,Mixed,Mixed,Medium,Short,No,No,No,Healthy,5,0,Selangor,0,2,Fast
Dog,1,Mixed,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Pulau Pinang,0,5,Slow
Dog,60,Pure,Male,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kedah,0,1,Average
Dog,2,Mixed,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Average
Dog,4,Pure,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Not Adopted
Cat,3,Mixed,Mixed,Mixed,Large,Medium,Yes,Yes,No,Healthy,4,0,Pulau Pinang,0,9,Slow
Cat,2,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Dog,3,Pure,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Pulau Pinang,0,7,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Perak,0,1,Average
Cat,1,Pure,Female,Pure,Small,Medium,No,Yes,No,Healthy,1,0,Pahang,0,10,Fast
Dog,18,Mixed,Female,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,1,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,2,0,Selangor,0,1,Not Adopted
Cat,3,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,20,Selangor,0,0,Average
Cat,6,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,120,Selangor,1,5,Average
Cat,6,Pure,Mixed,Mixed,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,2,0,Selangor,0,11,Average
Dog,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,1,14,Average
Dog,24,Pure,Female,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Johor,0,6,Slow
Cat,6,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,3,Not Adopted
Dog,2,Mixed,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Average
Dog,48,Pure,Male,Pure,Small,Medium,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,0,Fast
Dog,2,Pure,Male,Pure,Medium,Short,No,No,No,Healthy,1,1,Johor,0,3,Fast
Cat,3,Pure,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Johor,0,3,Average
Cat,1,Pure,Mixed,Mixed,Medium,Short,No,Yes,No,Healthy,4,0,Pahang,0,4,Fast
Dog,53,Mixed,Male,Pure,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,1,Pure,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Sabah,0,1,Not Adopted
Cat,7,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,15,Not Adopted
Cat,4,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Average
Dog,1,Mixed,Male,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,1,Average
Cat,1,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,4,Average
Dog,2,Mixed,Mixed,Mixed,Small,Short,No,Yes,No,Healthy,2,0,Kuala Lumpur,0,1,Average
Dog,48,Mixed,Male,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,1,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,2,0,Pulau Pinang,0,1,Not Adopted
Cat,2,Mixed,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Dog,1,Mixed,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,7,Average
Dog,48,Pure,Mixed,Mixed,Small,Long,Yes,Yes,No,Minor Injury,2,300,Johor,0,5,Average
Cat,1,Pure,Mixed,Mixed,Small,Short,No,No,No,Healthy,4,0,Selangor,0,0,Average
Cat,3,Pure,Female,Mixed,Medium,Short,Yes,Yes,Yes,Healthy,1,100,Selangor,0,1,Not Adopted
Dog,7,Mixed,Female,Pure,Large,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Fast
Dog,3,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,1,Pure,Female,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,6,Average
Cat,3,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Pulau Pinang,0,3,Slow
Cat,3,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,3,Average
Dog,12,Mixed,Male,Pure,Medium,Medium,Not Sure,Not Sure,Yes,Healthy,1,150,Negeri Sembilan,0,3,Not Adopted
Dog,2,Mixed,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Slow
Dog,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,5,0,Selangor,0,16,Average
Dog,3,Mixed,Female,Mixed,Small,Medium,Not Sure,Yes,No,Healthy,1,0,Selangor,0,1,Not Adopted
Dog,25,Pure,Male,Mixed,Medium,Long,Yes,Yes,No,Healthy,1,100,Selangor,0,2,Fast
Cat,14,Pure,Female,Pure,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,2,Fast
Dog,1,Pure,Mixed,Mixed,Large,Medium,No,Yes,No,Healthy,12,0,Selangor,0,5,Average
Dog,1,Mixed,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Cat,1,Pure,Female,Mixed,Small,Short,Not Sure,Not Sure,No,Healthy,1,30,Selangor,0,1,Not Adopted
Dog,10,Mixed,Female,Mixed,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,2,Fast
Cat,7,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,2,0,Selangor,0,3,Not Adopted
Cat,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,2,0,Selangor,0,4,Not Adopted
Dog,1,Pure,Female,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Kuala Lumpur,0,5,Fast
Cat,12,Pure,Female,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,150,Selangor,0,1,Fast
Dog,84,Pure,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Minor Injury,1,0,Selangor,0,1,Not Adopted
Cat,3,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,1,Fast
Dog,6,Pure,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,1,4,Not Adopted
Cat,4,Pure,Male,Mixed,Small,Short,Yes,Yes,No,Healthy,2,40,Kuala Lumpur,0,5,Not Adopted
Dog,8,Mixed,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,10,Average
Cat,1,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,3,0,Kuala Lumpur,0,8,Slow
Cat,1,Mixed,Female,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Selangor,0,3,Instant
Cat,18,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,3,Instant
Cat,2,Pure,Female,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,2,Not Adopted
Cat,36,Pure,Female,Mixed,Medium,Medium,No,No,Yes,Healthy,1,0,Kuala Lumpur,0,4,Not Adopted
Dog,2,Pure,Female,Mixed,Medium,Medium,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,2,Slow
Dog,6,Mixed,Mixed,Mixed,Medium,Medium,Yes,Not Sure,Not Sure,Healthy,2,0,Selangor,0,1,Not Adopted
Cat,2,Pure,Male,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,2,Slow
Dog,1,Pure,Female,Mixed,Large,Short,No,No,No,Healthy,1,50,Kuala Lumpur,0,9,Fast
Cat,18,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Kuala Lumpur,0,1,Not Adopted
Dog,4,Mixed,Male,Mixed,Large,Medium,No,Yes,No,Healthy,1,0,Selangor,0,12,Average
Cat,6,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,2,0,Selangor,0,5,Not Adopted
Dog,2,Pure,Male,Mixed,Medium,Short,No,Yes,No,Healthy,1,0,Perak,0,1,Average
Dog,4,Mixed,Female,Mixed,Medium,Short,Not Sure,Yes,Not Sure,Healthy,4,0,Kuala Lumpur,0,5,Slow
Dog,2,Mixed,Female,Mixed,Medium,Medium,No,Yes,No,Healthy,1,0,Selangor,0,4,Slow
Dog,1,Pure,Male,Mixed,Medium,Medium,No,No,No,Healthy,1,0,Pulau Pinang,0,1,Slow
Dog,2,Pure,Male,Mixed,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,2,4,Slow
Dog,8,Pure,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Perak,0,1,Average
Cat,1,Pure,Mixed,Mixed,Medium,Medium,Yes,Yes,No,Healthy,20,0,Kuala Lumpur,0,5,Not Adopted
Cat,3,Pure,Male,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Not Adopted
Cat,3,Pure,Male,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,3,Fast
Cat,3,Mixed,Male,Pure,Medium,Long,Yes,Yes,No,Healthy,1,100,Selangor,0,2,Average
Cat,4,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,2,0,Johor,0,5,Slow
Cat,12,Pure,Female,Pure,Small,Short,No,No,No,Healthy,1,0,Selangor,0,5,Average
Cat,0,Pure,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,4,0,Selangor,0,3,Fast
Dog,72,Pure,Female,Mixed,Large,Long,Yes,Yes,No,Healthy,1,0,Perak,0,4,Fast
Cat,1,Pure,Mixed,Mixed,Small,Medium,No,No,No,Healthy,2,0,Selangor,0,3,Fast
Dog,1,Pure,Mixed,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,5,0,Selangor,0,15,Fast
Cat,3,Pure,Female,Mixed,Small,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,4,Not Adopted
Cat,12,Pure,Mixed,Mixed,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,4,0,Selangor,0,1,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Slow
Dog,2,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,No,Healthy,1,0,Selangor,0,1,Fast
Dog,4,Pure,Female,Mixed,Medium,Medium,Not Sure,Yes,Not Sure,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,3,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Fast
Dog,4,Mixed,Male,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,2,Fast
Cat,3,Pure,Female,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Kuala Lumpur,0,3,Not Adopted
Cat,4,Pure,Male,Pure,Medium,Short,Yes,Yes,Yes,Minor Injury,1,0,Selangor,0,5,Slow
Cat,12,Pure,Male,Mixed,Medium,Short,No,Yes,Yes,Healthy,1,100,Kuala Lumpur,1,10,Average
Dog,36,Mixed,Male,Mixed,Medium,Medium,Yes,Yes,Yes,Healthy,1,0,Selangor,0,2,Fast
Cat,2,Mixed,Female,Mixed,Medium,Long,No,Yes,No,Healthy,1,100,Selangor,0,5,Fast
Dog,4,Pure,Female,Pure,Medium,Short,Yes,Yes,No,Healthy,1,0,Selangor,0,1,Fast
Dog,5,Mixed,Male,Mixed,Small,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,10,Fast
Cat,12,Mixed,Female,Pure,Medium,Medium,No,Yes,No,Healthy,1,0,Kuala Lumpur,0,2,Slow
Cat,5,Pure,Male,Mixed,Medium,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Fast
Dog,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,4,Fast
Dog,48,Mixed,Female,Pure,Medium,Short,No,No,No,Healthy,1,0,Selangor,0,4,Not Adopted
Dog,5,Mixed,Female,Pure,Medium,Medium,Yes,Yes,No,Healthy,1,0,Selangor,0,3,Not Adopted
Dog,2,Pure,Female,Pure,Medium,Short,No,Yes,No,Healthy,4,0,Perak,0,2,Slow
Dog,5,Pure,Female,Pure,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,3,Not Adopted
Cat,4,Pure,Female,Mixed,Small,Short,Not Sure,Yes,No,Healthy,1,0,Kuala Lumpur,0,7,Average
Dog,2,Mixed,Mixed,Mixed,Medium,Medium,No,No,No,Healthy,6,0,Kuala Lumpur,0,1,Fast
Dog,3,Pure,Female,Pure,Medium,Medium,No,No,No,Healthy,1,0,Selangor,0,5,Not Adopted
Cat,4,Mixed,Male,Mixed,Small,Short,No,No,No,Healthy,1,0,Selangor,0,5,Average
Cat,5,Pure,Male,Pure,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,1,0,Selangor,0,1,Fast
Cat,3,Pure,Male,Pure,Small,Short,Yes,Yes,No,Healthy,1,0,Kuala Lumpur,0,6,Average
Cat,2,Pure,Female,Mixed,Medium,Short,No,No,No,Healthy,1,0,Kuala Lumpur,0,4,Average
